Search__ID,Search_Type,PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count,avg_cost
NIH15365282021,Bcel,18337558,2008,P30CA006927,1999,2021,2008,2008P30CA006927,9696166,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4,9696166.0
NIH15365282021,Bcel,31135528,2019,P30CA008748,1999,2021,2019,2019P30CA008748,13860589,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,3465147.25
NIH15365282021,Bcel,31113804,2019,P30CA008748,1999,2021,2019,2019P30CA008748,13860589,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,3465147.25
NIH15365282021,Bcel,30918115,2019,P30CA008748,1999,2021,2019,2019P30CA008748,13860589,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,3465147.25
NIH15365282021,Bcel,30894515,2019,P30CA008748,1999,2021,2019,2019P30CA008748,13860589,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,3465147.25
NIH15365282021,Bcel,30442502,2018,P30CA008748,1999,2021,2018,2018P30CA008748,13320025,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,3330006.25
NIH15365282021,Bcel,29909915,2018,P30CA008748,1999,2021,2018,2018P30CA008748,13320025,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,3330006.25
NIH15365282021,Bcel,29678657,2018,P30CA008748,1999,2021,2018,2018P30CA008748,13320025,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,3330006.25
NIH15365282021,Bcel,29105517,2018,P30CA008748,1999,2021,2018,2018P30CA008748,13320025,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,3330006.25
NIH15365282021,Bcel,25582824,2015,P30CA008748,1999,2021,2015,2015P30CA008748,13415311,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,13415311.0
NIH15365282021,Bcel,11120773,2000,P30CA010815,1999,2021,2000,2000P30CA010815,3204700,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,1602350.0
NIH15365282021,Bcel,10640726,2000,P30CA010815,1999,2021,2000,2000P30CA010815,3204700,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,1602350.0
NIH15365282021,Bcel,23225217,2013,P30CA013148,1999,2020,2013,2013P30CA013148,5559667,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,5559667.0
NIH15365282021,Bcel,30918115,2019,P30CA013330,1999,2020,2019,2019P30CA013330,2864989,P30,CA,NCI,National Cancer Institute,National Cancer Institute,2,2864989.0
NIH15365282021,Bcel,29678657,2018,P30CA013330,1999,2020,2018,2018P30CA013330,3646138,P30,CA,NCI,National Cancer Institute,National Cancer Institute,2,3646138.0
NIH15365282021,Bcel,25985925,2015,P30CA014051,1999,2020,2015,2015P30CA014051,3784859,P30,CA,NCI,National Cancer Institute,National Cancer Institute,2,3784859.0
NIH15365282021,Bcel,24795717,2014,P30CA014236,1999,2021,2014,2014P30CA014236,5968647,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,5968647.0
NIH15365282021,Bcel,24785297,2014,P30CA015704,1999,2021,2014,2014P30CA015704,10939873,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,10939873.0
NIH15365282021,Bcel,25002116,2014,P30CA016059,1999,2020,2014,2014P30CA016059,1827433,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4,1827433.0
NIH15365282021,Bcel,31040928,2019,P30CA016086,1999,2021,2019,2019P30CA016086,7584387,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,7584387.0
NIH15365282021,Bcel,28851699,2017,P30CA016086,1999,2021,2017,2017P30CA016086,7814811,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,7814811.0
NIH15365282021,Bcel,26621863,2016,P30CA016086,1999,2021,2016,2016P30CA016086,8008088,P30,CA,NCI,National Cancer Institute,National Cancer Institute,7,8008088.0
NIH15365282021,Bcel,22536156,2012,P30CA016086,1999,2021,2012,2012P30CA016086,7818383,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,7818383.0
NIH15365282021,Bcel,30896447,2019,P30CA016520,1999,2021,2019,2019P30CA016520,8085637,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,8085637.0
NIH15365282021,Bcel,30559740,2018,P30CA016520,1999,2021,2018,2018P30CA016520,8082224,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,4041112.0
NIH15365282021,Bcel,29669947,2018,P30CA016520,1999,2021,2018,2018P30CA016520,8082224,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,4041112.0
NIH15365282021,Bcel,24389058,2014,P30CA016520,1999,2021,2014,2014P30CA016520,7981446,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,7981446.0
NIH15365282021,Bcel,23334904,2013,P30CA016520,1999,2021,2013,2013P30CA016520,7792514,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,7792514.0
NIH15365282021,Bcel,26350103,2016,P30CA016672,1999,2020,2016,2016P30CA016672,13861243,P30,CA,NCI,National Cancer Institute,National Cancer Institute,10,13861243.0
NIH15365282021,Bcel,19074730,2009,P30CA016672,1999,2020,2009,2009P30CA016672,13048019,P30,CA,NCI,National Cancer Institute,National Cancer Institute,7,13048019.0
NIH15365282021,Bcel,11213809,2000,P30CA021765,1999,2020,2000,2000P30CA021765,5593255,P30,CA,NCI,National Cancer Institute,National Cancer Institute,2,5593255.0
NIH15365282021,Bcel,29421983,2018,P30CA023074,1999,2020,2018,2018P30CA023074,4395422,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,4395422.0
NIH15365282021,Bcel,27457619,2016,P30CA023100,1999,2020,2016,2016P30CA023100,4558223,P30,CA,NCI,National Cancer Institute,National Cancer Institute,7,4558223.0
NIH15365282021,Bcel,11967542,2002,P30CA023108,1999,2021,2002,2002P30CA023108,2485079,P30,CA,NCI,National Cancer Institute,National Cancer Institute,2,2485079.0
NIH15365282021,Bcel,28160624,2017,P30CA030199,1999,2020,2017,2017P30CA030199,4117137,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,4117137.0
NIH15365282021,Bcel,24979759,2014,P30CA030199,1999,2020,2014,2014P30CA030199,4233064,P30,CA,NCI,National Cancer Institute,National Cancer Institute,3,4233064.0
NIH15365282021,Bcel,15067092,2004,P30CA034196,1999,2020,2004,2004P30CA034196,3598347,P30,CA,NCI,National Cancer Institute,National Cancer Institute,2,3598347.0
NIH15365282021,Bcel,25010693,2014,P30CA044579,1999,2021,2014,2014P30CA044579,2736643,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,2736643.0
NIH15365282021,Bcel,23377201,2013,P30CA044579,1999,2021,2013,2013P30CA044579,2562591,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4,2562591.0
NIH15365282021,Bcel,25597311,2014,P30CA047904,1999,2020,2014,2014P30CA047904,6852530,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,3426265.0
NIH15365282021,Bcel,25238757,2014,P30CA047904,1999,2020,2014,2014P30CA047904,6852530,P30,CA,NCI,National Cancer Institute,National Cancer Institute,6,3426265.0
NIH15365282021,Bcel,22536156,2012,P30CA060553,1999,2020,2012,2012P30CA060553,5447987,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4,5447987.0
NIH15365282021,Bcel,26157177,2015,P30CA068485,1999,2020,2015,2015P30CA068485,6825550,P30,CA,NCI,National Cancer Institute,National Cancer Institute,7,6825550.0
NIH15365282021,Bcel,24507801,2014,P30CA068485,1999,2020,2014,2014P30CA068485,6572215,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,6572215.0
NIH15365282021,Bcel,24375699,2014,P30CA082103,1999,2020,2014,2014P30CA082103,7899668,P30,CA,NCI,National Cancer Institute,National Cancer Institute,5,7899668.0
NIH15365282021,Bcel,24172169,2013,P50CA058207,1999,2012,2012,2012P50CA058207,2515509,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2515509.0
NIH15365282021,Bcel,17675184,2007,P50CA058223,1999,2020,2007,2007P50CA058223,2501759,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2501759.0
NIH15365282021,Bcel,12408045,2003,P50CA083591,1999,2005,2003,2003P50CA083591,3341213,P50,CA,NCI,National Cancer Institute,National Cancer Institute,4,3341213.0
NIH15365282021,Bcel,11072243,2000,R01CA029088,1999,2008,2000,2000R01CA029088,347553,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,347553.0
NIH15365282021,Bcel,12006988,2002,R01CA031397,1999,1999,1999,1999R01CA031397,0,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,0.0
NIH15365282021,Bcel,15210829,2004,R01CA045957,1999,2010,2004,2004R01CA045957,403774,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,403774.0
NIH15365282021,Bcel,31277554,2019,R01CA050947,1999,2018,2018,2018R01CA050947,301545,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,301545.0
NIH15365282021,Bcel,27127303,2016,R01CA050947,1999,2018,2016,2016R01CA050947,315476,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,315476.0
NIH15365282021,Bcel,19752184,2009,R01CA054198,1999,2013,2009,2009R01CA054198,452105,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,452105.0
NIH15365282021,Bcel,16361564,2005,R01CA055349,1999,2020,2005,2005R01CA055349,484296,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,484296.0
NIH15365282021,Bcel,25002116,2014,R01CA061774,1999,2015,2014,2014R01CA061774,278932,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,278932.0
NIH15365282021,Bcel,14512299,2004,R01CA062228,1999,2002,2002,2002R01CA062228,300360,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,300360.0
NIH15365282021,Bcel,15265880,2004,R01CA067108,1999,2004,2004,2004R01CA067108,427571,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,427571.0
NIH15365282021,Bcel,15480307,2004,R01CA072649,1999,2014,2004,2004R01CA072649,515248,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,515248.0
NIH15365282021,Bcel,22536156,2012,R01CA073507,1999,2018,2012,2012R01CA073507,400485,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,400485.0
NIH15365282021,Bcel,12438249,2002,R01CA074273,1999,2002,2002,2002R01CA074273,199429,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,199429.0
NIH15365282021,Bcel,11495701,2001,R01CA075014,1999,2001,2001,2001R01CA075014,363528,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,363528.0
NIH15365282021,Bcel,23720728,2013,R01CA075911,1999,2012,2012,2012R01CA075911,329057,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,329057.0
NIH15365282021,Bcel,16357320,2006,R01CA076274,1999,2007,2006,2006R01CA076274,333858,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,166929.0
NIH15365282021,Bcel,16195331,2006,R01CA076274,1999,2007,2006,2006R01CA076274,333858,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,166929.0
NIH15365282021,Bcel,14707116,2004,R01CA076274,1999,2007,2004,2004R01CA076274,364866,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,364866.0
NIH15365282021,Bcel,11829278,2002,R01CA076321,1999,2007,2002,2002R01CA076321,364334,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,364334.0
NIH15365282021,Bcel,17182540,2007,R01CA078264,1999,2006,2006,2006R01CA078264,364861,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,364861.0
NIH15365282021,Bcel,11495701,2001,R01CA078792,1999,2002,2001,2001R01CA078792,319859,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,319859.0
NIH15365282021,Bcel,12668670,2003,R01CA080312,1999,2001,2001,2001R01CA080312,423616,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,423616.0
NIH15365282021,Bcel,14962194,2004,R01CA081140,1999,2008,2004,2004R01CA081140,417234,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,417234.0
NIH15365282021,Bcel,11859095,2002,R01CA081140,1999,2008,2002,2002R01CA081140,443304,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,443304.0
NIH15365282021,Bcel,15528346,2004,R01CA082185,1999,2002,2002,2002R01CA082185,310472,R01,CA,NCI,National Cancer Institute,National Cancer Institute,2,310472.0
NIH15365282021,Bcel,16195331,2006,R29CA078657,1999,2002,2002,2002R29CA078657,262409,R29,CA,NCI,National Cancer Institute,National Cancer Institute,1,262409.0
NIH15365282021,Bcel,10799892,2000,R35CA042567,1999,1999,1999,1999R35CA042567,0,R35,CA,NCI,National Cancer Institute,National Cancer Institute,1,0.0
NIH15365282021,Bcel,18326815,2008,R37CA049870,1999,2013,2008,2008R37CA049870,384426,R37,CA,NCI,National Cancer Institute,National Cancer Institute,1,384426.0
NIH15365282021,Bcel,12651942,2003,T32CA009120,1999,2020,2003,2003T32CA009120,567178,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,567178.0
NIH15365282021,Bcel,11792428,2002,T32CA009120,1999,2020,2002,2002T32CA009120,523593,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,523593.0
NIH15365282021,Bcel,11000405,2000,T32CA009120,1999,2020,2000,2000T32CA009120,446687,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,446687.0
NIH15365282021,Bcel,12794106,2003,T32CA009140,1999,2020,2003,2003T32CA009140,886465,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,886465.0
NIH15365282021,Bcel,10640726,2000,T32CA009171,1999,2020,2000,2000T32CA009171,542839,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,542839.0
NIH15365282021,Bcel,19494297,2009,T32CA009385,1999,2007,2007,2007T32CA009385,716926,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,716926.0
NIH15365282021,Bcel,14512299,2004,T32CA009441,1999,2002,2002,2002T32CA009441,569172,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,569172.0
NIH15365282021,Bcel,24706795,2014,T32CA009537,1999,2012,2012,2012T32CA009537,368908,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,368908.0
NIH15365282021,Bcel,22536156,2012,T32CA009560,1999,2020,2012,2012T32CA009560,326840,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,326840.0
NIH15365282021,Bcel,29669947,2018,T32CA009615,1999,2020,2018,2018T32CA009615,415534,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,415534.0
NIH15365282021,Bcel,11279625,2001,U10CA011083,1999,2013,2001,2001U10CA011083,669920,U10,CA,NCI,National Cancer Institute,National Cancer Institute,1,669920.0
NIH15365282021,Bcel,11279625,2001,U10CA021115,1999,2013,2001,2001U10CA021115,13662603,U10,CA,NCI,National Cancer Institute,National Cancer Institute,1,13662603.0
NIH15365282021,Bcel,11279625,2001,U10CA023318,1999,2013,2001,2001U10CA023318,3493765,U10,CA,NCI,National Cancer Institute,National Cancer Institute,1,3493765.0
NIH15365282021,Bcel,20071661,2010,P01CA081534,2000,2016,2010,2010P01CA081534,4792025,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,4792025.0
NIH15365282021,Bcel,18326815,2008,P01CA081534,2000,2016,2008,2008P01CA081534,4502231,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,4502231.0
NIH15365282021,Bcel,15860672,2005,P01CA081534,2000,2016,2005,2005P01CA081534,1285800,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,1285800.0
NIH15365282021,Bcel,12408045,2003,P50CA089019,2000,2011,2003,2003P50CA089019,4234350,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,4234350.0
NIH15365282021,Bcel,27158669,2016,R01CA081554,2000,2012,2012,2012R01CA081554,340304,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,340304.0
NIH15365282021,Bcel,11072243,2000,R01CA081554,2000,2012,2000,2000R01CA081554,413019,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,413019.0
NIH15365282021,Bcel,18337558,2008,R01CA083859,2000,2014,2008,2008R01CA083859,336404,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,336404.0
NIH15365282021,Bcel,21551245,2011,R01CA086433,2000,2007,2007,2007R01CA086433,298424,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,298424.0
NIH15365282021,Bcel,12438249,2002,R01CA087978,2000,2008,2002,2002R01CA087978,436038,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,436038.0
NIH15365282021,Bcel,16307892,2006,T32CA009598,2000,2014,2006,2006T32CA009598,445368,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,445368.0
NIH15365282021,Bcel,15757909,2005,T32CA009598,2000,2014,2005,2005T32CA009598,410995,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,410995.0
NIH15365282021,Bcel,21635249,2011,P01CA092625,2001,2011,2011,2011P01CA092625,83722,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,83722.0
NIH15365282021,Bcel,24711582,2014,P30CA091842,2001,2020,2014,2014P30CA091842,4639524,P30,CA,NCI,National Cancer Institute,National Cancer Institute,4,4639524.0
NIH15365282021,Bcel,12651942,2003,R01CA085841,2001,2005,2003,2003R01CA085841,349642,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,349642.0
NIH15365282021,Bcel,11792428,2002,R01CA085841,2001,2005,2002,2002R01CA085841,358092,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,358092.0
NIH15365282021,Bcel,31698455,2019,K12CA087723,2002,2020,2019,2019K12CA087723,942710,K12,CA,NCI,National Cancer Institute,National Cancer Institute,1,942710.0
NIH15365282021,Bcel,24206092,2014,P50CA097274,2002,2020,2014,2014P50CA097274,2293235,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2293235.0
NIH15365282021,Bcel,19321861,2009,P50CA097274,2002,2020,2009,2009P50CA097274,2635909,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2635909.0
NIH15365282021,Bcel,16297987,2006,R01CA090564,2002,2004,2004,2004R01CA090564,351373,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,351373.0
NIH15365282021,Bcel,18046446,2008,R01CA093897,2002,2012,2008,2008R01CA093897,308804,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,308804.0
NIH15365282021,Bcel,12871635,2003,R01CA096691,2002,2006,2003,2003R01CA096691,447878,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,447878.0
NIH15365282021,Bcel,18046446,2008,R33CA097513,2002,2004,2004,2004R33CA097513,612258,R33,CA,NCI,National Cancer Institute,National Cancer Institute,1,612258.0
NIH15365282021,Bcel,24172169,2013,P50CA098131,2003,2020,2013,2013P50CA098131,2318023,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2318023.0
NIH15365282021,Bcel,31277554,2019,P50CA100707,2003,2020,2019,2019P50CA100707,2236172,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2236172.0
NIH15365282021,Bcel,27127303,2016,P50CA100707,2003,2020,2016,2016P50CA100707,2261884,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2261884.0
NIH15365282021,Bcel,26370838,2015,P50CA100707,2003,2020,2015,2015P50CA100707,2314789,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2314789.0
NIH15365282021,Bcel,24569262,2014,P50CA100707,2003,2020,2014,2014P50CA100707,2293234,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2293234.0
NIH15365282021,Bcel,19494269,2009,R01CA096547,2003,2007,2007,2007R01CA096547,294004,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,294004.0
NIH15365282021,Bcel,15480307,2004,R01CA102705,2003,2013,2004,2004R01CA102705,444541,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,444541.0
NIH15365282021,Bcel,20956287,2010,P01CA102583,2004,2008,2008,2008P01CA102583,2753971,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,2753971.0
NIH15365282021,Bcel,18337558,2008,R01CA100226,2004,2008,2008,2008R01CA100226,306501,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,306501.0
NIH15365282021,Bcel,28636954,2017,R01CA103866,2004,2020,2017,2017R01CA103866,404509,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,404509.0
NIH15365282021,Bcel,18346918,2008,R01CA104348,2004,2014,2008,2008R01CA104348,302874,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,302874.0
NIH15365282021,Bcel,19494269,2009,R01CA105001,2004,2008,2008,2008R01CA105001,279297,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,279297.0
NIH15365282021,Bcel,18025170,2007,R01CA105258,2004,2008,2007,2007R01CA105258,312506,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,312506.0
NIH15365282021,Bcel,15564725,2005,R01CA105258,2004,2008,2005,2005R01CA105258,349915,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,349915.0
NIH15365282021,Bcel,28561703,2017,R01CA106802,2004,2016,2016,2016R01CA106802,338591,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,338591.0
NIH15365282021,Bcel,21296124,2011,P01CA105049,2005,2009,2009,2009P01CA105049,1848197,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1848197.0
NIH15365282021,Bcel,24172169,2013,P50CA116201,2005,2020,2013,2013P50CA116201,2318023,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2318023.0
NIH15365282021,Bcel,19164597,2009,R01CA111989,2005,2009,2009,2009R01CA111989,287583,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,287583.0
NIH15365282021,Bcel,20421391,2010,R01CA114381,2006,2010,2010,2010R01CA114381,294275,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,294275.0
NIH15365282021,Bcel,24711582,2014,T32CA113275,2006,2020,2014,2014T32CA113275,83469,T32,CA,NCI,National Cancer Institute,National Cancer Institute,1,83469.0
NIH15365282021,Bcel,19752343,2009,U01CA121947,2006,2014,2009,2009U01CA121947,4249724,U01,CA,NCI,National Cancer Institute,National Cancer Institute,2,4249724.0
NIH15365282021,Bcel,18048365,2008,R01CA124311,2007,2011,2008,2008R01CA124311,297161,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,297161.0
NIH15365282021,Bcel,22017435,2011,F32CA132350,2008,2011,2011,2011F32CA132350,61099,F32,CA,NCI,National Cancer Institute,National Cancer Institute,1,61099.0
NIH15365282021,Bcel,22991471,2012,R01CA042471,2008,2012,2012,2012R01CA042471,635581,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,635581.0
NIH15365282021,Bcel,18048365,2008,R01CA130752,2008,2012,2008,2008R01CA130752,360590,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,360590.0
NIH15365282021,Bcel,23229130,2013,R01CA135243,2008,2012,2012,2012R01CA135243,482712,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,482712.0
NIH15365282021,Bcel,23229130,2013,P50CA140158,2009,2013,2013,2013P50CA140158,2318022,P50,CA,NCI,National Cancer Institute,National Cancer Institute,2,2318022.0
NIH15365282021,Bcel,28738289,2017,R01CA134796,2009,2013,2013,2013R01CA134796,314063,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,314063.0
NIH15365282021,Bcel,23032308,2012,R01CA136470,2009,2013,2012,2012R01CA136470,348363,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,348363.0
NIH15365282021,Bcel,31558469,2019,R01CA136551,2009,2018,2018,2018R01CA136551,560424,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,560424.0
NIH15365282021,Bcel,25912253,2015,R01CA137060,2009,2016,2015,2015R01CA137060,377311,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,377311.0
NIH15365282021,Bcel,25582824,2015,R01CA138738,2009,2013,2013,2013R01CA138738,386664,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,386664.0
NIH15365282021,Bcel,26157177,2015,R25CA136440,2009,2013,2013,2013R25CA136440,446440,R25,CA,NCI,National Cancer Institute,National Cancer Institute,1,446440.0
NIH15365282021,Bcel,28851699,2017,P01CA142106,2009,2019,2017,2017P01CA142106,1670228,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1670228.0
NIH15365282021,Bcel,25912253,2015,K22CA163969,2011,2013,2013,2013K22CA163969,172055,K22,CA,NCI,National Cancer Institute,National Cancer Institute,1,172055.0
NIH15365282021,Bcel,30872779,2019,P01CA155258,2011,2020,2019,2019P01CA155258,2029154,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2029154.0
NIH15365282021,Bcel,24569262,2014,P01CA155258,2011,2020,2014,2014P01CA155258,2049592,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2049592.0
NIH15365282021,Bcel,23229130,2013,R01CA135332,2011,2015,2013,2013R01CA135332,320623,R01,CA,NCI,National Cancer Institute,National Cancer Institute,1,320623.0
