Search__ID,Search_Type,PMID,PUB_YEAR,PROJECT_NUMBER,FY_Start,FY_Last,APY,ACTUAL_PROJECT_YEAR,APY_COST_inf2018,Activity_Code,Institute_Code,Acronym_institute_name,full_institute_name,Compressed Names,Project_Count,avg_cost
NIH15295282021,chim,15753403,2005,P01CA015396,1999,2016,2005,2005P01CA015396,3562927,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,1781463.5
NIH15295282021,chim,15721842,2005,P01CA015396,1999,2016,2005,2005P01CA015396,3562927,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,1781463.5
NIH15295282021,chim,14695219,2003,P01CA015396,1999,2016,2003,2003P01CA015396,3644274,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,3644274.0
NIH15295282021,chim,11965233,2002,P01CA015396,1999,2016,2002,2002P01CA015396,3829290,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,3829290.0
NIH15295282021,chim,11719388,2001,P01CA015396,1999,2016,2001,2001P01CA015396,3876355,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1938177.5
NIH15295282021,chim,11580228,2001,P01CA015396,1999,2016,2001,2001P01CA015396,3876355,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1938177.5
NIH15295282021,chim,14581546,2003,P01CA016038,1999,2020,2003,2003P01CA016038,1898809,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,1898809.0
NIH15295282021,chim,31558469,2019,P01CA018029,1999,2020,2019,2019P01CA018029,3801408,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1900704.0
NIH15295282021,chim,31337659,2019,P01CA018029,1999,2020,2019,2019P01CA018029,3801408,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1900704.0
NIH15295282021,chim,29728402,2018,P01CA018029,1999,2020,2018,2018P01CA018029,3990001,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,3990001.0
NIH15295282021,chim,27269940,2016,P01CA018029,1999,2020,2016,2016P01CA018029,4420663,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2210331.5
NIH15295282021,chim,26369987,2016,P01CA018029,1999,2020,2016,2016P01CA018029,4420663,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2210331.5
NIH15295282021,chim,26525103,2015,P01CA018029,1999,2020,2015,2015P01CA018029,4476439,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2238219.5
NIH15295282021,chim,26463711,2015,P01CA018029,1999,2020,2015,2015P01CA018029,4476439,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2238219.5
NIH15295282021,chim,25317334,2014,P01CA018029,1999,2020,2014,2014P01CA018029,4347476,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2173738.0
NIH15295282021,chim,24329795,2014,P01CA018029,1999,2020,2014,2014P01CA018029,4347476,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2173738.0
NIH15295282021,chim,23756210,2013,P01CA018029,1999,2020,2013,2013P01CA018029,4281333,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2140666.5
NIH15295282021,chim,23620405,2013,P01CA018029,1999,2020,2013,2013P01CA018029,4281333,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2140666.5
NIH15295282021,chim,22992235,2012,P01CA018029,1999,2020,2012,2012P01CA018029,4621372,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,924274.4
NIH15295282021,chim,22798667,2012,P01CA018029,1999,2020,2012,2012P01CA018029,4621372,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,924274.4
NIH15295282021,chim,22308288,2012,P01CA018029,1999,2020,2012,2012P01CA018029,4621372,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,924274.4
NIH15295282021,chim,22031866,2012,P01CA018029,1999,2020,2012,2012P01CA018029,4621372,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,924274.4
NIH15295282021,chim,21753797,2012,P01CA018029,1999,2020,2012,2012P01CA018029,4621372,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,924274.4
NIH15295282021,chim,21301477,2011,P01CA018029,1999,2020,2011,2011P01CA018029,6062645,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2020881.6666666667
NIH15295282021,chim,21237630,2011,P01CA018029,1999,2020,2011,2011P01CA018029,6062645,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2020881.6666666667
NIH15295282021,chim,21195305,2011,P01CA018029,1999,2020,2011,2011P01CA018029,6062645,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2020881.6666666667
NIH15295282021,chim,20702778,2010,P01CA018029,1999,2020,2010,2010P01CA018029,5330219,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1332554.75
NIH15295282021,chim,20693850,2010,P01CA018029,1999,2020,2010,2010P01CA018029,5330219,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1332554.75
NIH15295282021,chim,20466273,2010,P01CA018029,1999,2020,2010,2010P01CA018029,5330219,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1332554.75
NIH15295282021,chim,20220093,2010,P01CA018029,1999,2020,2010,2010P01CA018029,5330219,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1332554.75
NIH15295282021,chim,19880489,2009,P01CA018029,1999,2020,2009,2009P01CA018029,6172493,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2057497.6666666667
NIH15295282021,chim,19702439,2009,P01CA018029,1999,2020,2009,2009P01CA018029,6172493,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2057497.6666666667
NIH15295282021,chim,19209146,2009,P01CA018029,1999,2020,2009,2009P01CA018029,6172493,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2057497.6666666667
NIH15295282021,chim,18453625,2008,P01CA018029,1999,2020,2008,2008P01CA018029,5930131,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1482532.75
NIH15295282021,chim,18424189,2008,P01CA018029,1999,2020,2008,2008P01CA018029,5930131,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1482532.75
NIH15295282021,chim,18242060,2008,P01CA018029,1999,2020,2008,2008P01CA018029,5930131,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1482532.75
NIH15295282021,chim,18060041,2008,P01CA018029,1999,2020,2008,2008P01CA018029,5930131,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1482532.75
NIH15295282021,chim,17696816,2007,P01CA018029,1999,2020,2007,2007P01CA018029,6160260,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,6160260.0
NIH15295282021,chim,16997174,2006,P01CA018029,1999,2020,2006,2006P01CA018029,8603994,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,2867998.0
NIH15295282021,chim,16474399,2006,P01CA018029,1999,2020,2006,2006P01CA018029,8603994,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,2867998.0
NIH15295282021,chim,16469329,2006,P01CA018029,1999,2020,2006,2006P01CA018029,8603994,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,2867998.0
NIH15295282021,chim,16078276,2005,P01CA018029,1999,2020,2005,2005P01CA018029,8864298,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,8864298.0
NIH15295282021,chim,14525766,2004,P01CA018029,1999,2020,2004,2004P01CA018029,8925708,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,8925708.0
NIH15295282021,chim,12393495,2003,P01CA018029,1999,2020,2003,2003P01CA018029,8917000,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,8917000.0
NIH15295282021,chim,12165546,2002,P01CA018029,1999,2020,2002,2002P01CA018029,8879223,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2959741.0
NIH15295282021,chim,12097421,2002,P01CA018029,1999,2020,2002,2002P01CA018029,8879223,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2959741.0
NIH15295282021,chim,11965232,2002,P01CA018029,1999,2020,2002,2002P01CA018029,8879223,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2959741.0
NIH15295282021,chim,10855770,2000,P01CA018029,1999,2020,2000,2000P01CA018029,8277788,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,8277788.0
NIH15295282021,chim,12517951,2003,P01CA021124,1999,1999,1999,1999P01CA021124,0,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,0.0
NIH15295282021,chim,28679955,2017,P01CA022443,1999,2020,2017,2017P01CA022443,2114005,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2114005.0
NIH15295282021,chim,31170111,2019,P01CA023766,1999,2020,2019,2019P01CA023766,2527785,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2527785.0
NIH15295282021,chim,28872470,2017,P01CA023766,1999,2020,2017,2017P01CA023766,2999697,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,999899.0
NIH15295282021,chim,28067900,2017,P01CA023766,1999,2020,2017,2017P01CA023766,2999697,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,999899.0
NIH15295282021,chim,27924074,2017,P01CA023766,1999,2020,2017,2017P01CA023766,2999697,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,999899.0
NIH15295282021,chim,27721032,2016,P01CA023766,1999,2020,2016,2016P01CA023766,3081571,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,513595.1666666667
NIH15295282021,chim,27496730,2016,P01CA023766,1999,2020,2016,2016P01CA023766,3081571,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,513595.1666666667
NIH15295282021,chim,27227483,2016,P01CA023766,1999,2020,2016,2016P01CA023766,3081571,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,513595.1666666667
NIH15295282021,chim,27207800,2016,P01CA023766,1999,2020,2016,2016P01CA023766,3081571,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,513595.1666666667
NIH15295282021,chim,27042851,2016,P01CA023766,1999,2020,2016,2016P01CA023766,3081571,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,513595.1666666667
NIH15295282021,chim,26325439,2016,P01CA023766,1999,2020,2016,2016P01CA023766,3081571,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,513595.1666666667
NIH15295282021,chim,26028505,2015,P01CA023766,1999,2020,2015,2015P01CA023766,3182617,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1060872.3333333333
NIH15295282021,chim,25559515,2015,P01CA023766,1999,2020,2015,2015P01CA023766,3182617,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1060872.3333333333
NIH15295282021,chim,29644163,2015,P01CA023766,1999,2020,2015,2015P01CA023766,3182617,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1060872.3333333333
NIH15295282021,chim,24329800,2014,P01CA023766,1999,2020,2014,2014P01CA023766,3075057,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,3075057.0
NIH15295282021,chim,21925091,2011,P01CA023766,1999,2020,2011,2011P01CA023766,3351206,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1675603.0
NIH15295282021,chim,21148520,2011,P01CA023766,1999,2020,2011,2011P01CA023766,3351206,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1675603.0
NIH15295282021,chim,20537908,2010,P01CA023766,1999,2020,2010,2010P01CA023766,3589870,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1794935.0
NIH15295282021,chim,19773745,2010,P01CA023766,1999,2020,2010,2010P01CA023766,3589870,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1794935.0
NIH15295282021,chim,19635907,2009,P01CA023766,1999,2020,2009,2009P01CA023766,3600569,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1800284.5
NIH15295282021,chim,19238016,2009,P01CA023766,1999,2020,2009,2009P01CA023766,3600569,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1800284.5
NIH15295282021,chim,18089827,2007,P01CA023766,1999,2020,2007,2007P01CA023766,3485578,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1742789.0
NIH15295282021,chim,17222766,2007,P01CA023766,1999,2020,2007,2007P01CA023766,3485578,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1742789.0
NIH15295282021,chim,16763208,2006,P01CA023766,1999,2020,2006,2006P01CA023766,3674429,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,3674429.0
NIH15295282021,chim,16034072,2005,P01CA023766,1999,2020,2005,2005P01CA023766,3784901,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,1261633.6666666667
NIH15295282021,chim,15958591,2005,P01CA023766,1999,2020,2005,2005P01CA023766,3784901,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,1261633.6666666667
NIH15295282021,chim,15514011,2005,P01CA023766,1999,2020,2005,2005P01CA023766,3784901,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,1261633.6666666667
NIH15295282021,chim,11861290,2002,P01CA023766,1999,2020,2002,2002P01CA023766,3088500,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,3088500.0
NIH15295282021,chim,11012250,2000,P01CA023766,1999,2020,2000,2000P01CA023766,3011694,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,3011694.0
NIH15295282021,chim,9885208,1999,P01CA023766,1999,2020,1999,1999P01CA023766,0,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,0.0
NIH15295282021,chim,18925393,2009,P01CA025874,1999,2015,2009,2009P01CA025874,1571942,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1571942.0
NIH15295282021,chim,16540682,2006,P01CA025874,1999,2015,2006,2006P01CA025874,1616065,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1616065.0
NIH15295282021,chim,16885333,2006,P01CA026731,1999,2018,2006,2006P01CA026731,1994763,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,1994763.0
NIH15295282021,chim,15899788,2005,P01CA026731,1999,2018,2005,2005P01CA026731,2047280,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2047280.0
NIH15295282021,chim,14522933,2003,P01CA026731,1999,2018,2003,2003P01CA026731,1957961,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,1957961.0
NIH15295282021,chim,24714354,2014,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,24488441,2014,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,24329797,2014,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,24030378,2013,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,23377665,2013,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,23303282,2013,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,23090078,2012,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,21653320,2011,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,21123821,2011,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,20304086,2010,P01CA030206,1999,2010,2010,2010P01CA030206,3863625,P01,CA,NCI,National Cancer Institute,National Cancer Institute,6,386362.5
NIH15295282021,chim,18060041,2008,P01CA030206,1999,2010,2008,2008P01CA030206,3493256,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,3493256.0
NIH15295282021,chim,17588477,2007,P01CA030206,1999,2010,2007,2007P01CA030206,3471209,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1735604.5
NIH15295282021,chim,17363611,2007,P01CA030206,1999,2010,2007,2007P01CA030206,3471209,P01,CA,NCI,National Cancer Institute,National Cancer Institute,3,1735604.5
NIH15295282021,chim,17108138,2006,P01CA030206,1999,2010,2006,2006P01CA030206,3687602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,614600.3333333334
NIH15295282021,chim,17041638,2006,P01CA030206,1999,2010,2006,2006P01CA030206,3687602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,614600.3333333334
NIH15295282021,chim,16698684,2006,P01CA030206,1999,2010,2006,2006P01CA030206,3687602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,614600.3333333334
NIH15295282021,chim,16569596,2006,P01CA030206,1999,2010,2006,2006P01CA030206,3687602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,614600.3333333334
NIH15295282021,chim,16352804,2006,P01CA030206,1999,2010,2006,2006P01CA030206,3687602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,614600.3333333334
NIH15295282021,chim,16337831,2006,P01CA030206,1999,2010,2006,2006P01CA030206,3687602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,614600.3333333334
NIH15295282021,chim,16321811,2005,P01CA030206,1999,2010,2005,2005P01CA030206,461602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,153867.33333333334
NIH15295282021,chim,15682174,2005,P01CA030206,1999,2010,2005,2005P01CA030206,461602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,153867.33333333334
NIH15295282021,chim,15507526,2005,P01CA030206,1999,2010,2005,2005P01CA030206,461602,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,153867.33333333334
NIH15295282021,chim,15223016,2004,P01CA030206,1999,2010,2004,2004P01CA030206,4108657,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,2054328.5
NIH15295282021,chim,15090456,2004,P01CA030206,1999,2010,2004,2004P01CA030206,4108657,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,2054328.5
NIH15295282021,chim,12745575,2003,P01CA030206,1999,2010,2003,2003P01CA030206,4364317,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,4364317.0
NIH15295282021,chim,10933911,2000,P01CA030206,1999,2010,2000,2000P01CA030206,4951761,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2475880.5
NIH15295282021,chim,10676655,2000,P01CA030206,1999,2010,2000,2000P01CA030206,4951761,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,2475880.5
NIH15295282021,chim,10524939,1999,P01CA030206,1999,2010,1999,1999P01CA030206,0,P01,CA,NCI,National Cancer Institute,National Cancer Institute,1,0.0
NIH15295282021,chim,23676461,2013,P01CA033049,1999,2009,2009,2009P01CA033049,2594292,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,864764.0
NIH15295282021,chim,23008334,2012,P01CA033049,1999,2009,2009,2009P01CA033049,2594292,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,864764.0
NIH15295282021,chim,21933959,2011,P01CA033049,1999,2009,2009,2009P01CA033049,2594292,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,864764.0
NIH15295282021,chim,19047169,2008,P01CA033049,1999,2009,2008,2008P01CA033049,2521258,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,840419.3333333334
NIH15295282021,chim,19015856,2008,P01CA033049,1999,2009,2008,2008P01CA033049,2521258,P01,CA,NCI,National Cancer Institute,National Cancer Institute,2,840419.3333333334
